Strata,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,,,,,,,,,,,,,
Warm Male,0.003085953,0.001905462,1.00463966,0.999027345,1.010284,0.000774751,0.000422342,1.006841103,0.999533363,1.014202,0.000175479,0.000185331,1.003339665,0.996438731,1.010288,0.002548075,0.002208103,1.00306237,0.997866511,1.008285,,1.00463966,0.999027345,1.010283503,1.006841103,0.999533363,1.014202271,1.003339665,0.996438731,1.010288393,1.00306237,0.997866511,1.008285283
Cold All,0.005735298,0.00243361,1.008640059,1.001449183,1.015883,0.000619405,0.000348788,1.005465646,0.999435028,1.011533,0.000842326,0.000386899,1.016132947,1.00159735,1.030879,-0.000210378,0.001794054,0.999747578,0.995537916,1.003975,,1.008640059,1.001449183,1.015882569,1.005465646,0.999435028,1.011532654,1.016132947,1.00159735,1.030879491,0.999747578,0.995537916,1.003975041
Cold Female,0.005655734,0.003114386,1.008519689,0.999327532,1.017796,0.000429837,0.000445702,1.003789729,0.996102712,1.011536,0.001391084,0.000495347,1.026782982,1.00801583,1.0459,0.001066053,0.002307288,1.001280082,0.995861111,1.006729,,1.008519689,0.999327532,1.017796398,1.003789729,0.996102712,1.011536067,1.026782982,1.00801583,1.045899539,1.001280082,0.995861111,1.006728541
Cold Male,0.005763971,0.002614467,1.008683441,1.000959884,1.016467,0.000778563,0.000374966,1.006874879,1.000384015,1.013408,0.000370219,0.000415294,1.007058959,0.991604057,1.022755,-0.001287878,0.001917445,0.99845574,0.993963012,1.002969,,1.008683441,1.000959884,1.016466594,1.006874879,1.000384015,1.013407858,1.007058959,0.991604057,1.022754737,0.99845574,0.993963012,1.002968775
Age 0-10 All,0.003263731,0.002784835,1.0049076,0.996713594,1.013169,0.000577729,0.000506379,1.005096961,0.996356643,1.013914,0.000225955,0.000307301,1.004302374,0.992874762,1.015862,-0.000124558,0.002638058,0.999850542,0.993665963,1.006074,,1.0049076,0.996713594,1.013168968,1.005096961,0.996356643,1.013913951,1.004302374,0.992874762,1.015861513,0.999850542,0.993665963,1.006073613
Age 0-10 Female,-0.002278508,0.003875308,0.996588072,0.985297978,1.008008,-0.0002146,0.000703405,0.998113302,0.986077024,1.010296,-0.000313685,0.00042785,0.994057711,0.978344767,1.010023,-0.004679582,0.003665393,0.994400239,0.985864357,1.00301,,0.996588072,0.985297978,1.008007534,0.998113302,0.986077024,1.010296497,0.994057711,0.978344767,1.010023016,0.994400239,0.985864357,1.003010027
Age 0-10 Male,0.007265943,0.003407266,1.010958524,1.000881941,1.021137,0.001154878,0.000620475,1.010214744,0.999461119,1.021084,0.000613245,0.000375874,1.0117198,0.997656857,1.025981,0.003182202,0.00323108,1.003825943,0.996226281,1.011484,,1.010958524,1.000881941,1.021136555,1.010214744,0.999461119,1.021084073,1.0117198,0.997656857,1.025980974,1.003825943,0.996226281,1.011483578
Age 11-60 All,0.004580926,0.001493148,1.006895051,1.002484615,1.011325,0.000711194,0.000266881,1.006278133,1.001656715,1.010921,0.00038391,0.000166767,1.007320958,1.001084475,1.013596,0.001413816,0.001383869,1.001698019,0.998442933,1.004964,,1.006895051,1.002484615,1.011324891,1.006278133,1.001656715,1.010920873,1.007320958,1.001084475,1.013596293,1.001698019,0.998442933,1.004963718
Age 11-60 Female,0.004798903,0.001998652,1.007224325,1.001323192,1.01316,0.000628604,0.000355133,1.005547043,0.999406557,1.011725,0.000512046,0.000224026,1.009776353,1.001387107,1.018236,0.003767466,0.001852102,1.004531194,1.000164829,1.008917,,1.007224325,1.001323192,1.013160235,1.005547043,0.999406557,1.011725257,1.009776353,1.001387107,1.018235882,1.004531194,1.000164829,1.008916621
Age 11-60 Male,0.00441818,0.001684021,1.006649279,1.001677654,1.011646,0.000768413,0.000302185,1.006784949,1.001551149,1.012046,0.000294819,0.00018755,1.005617279,0.998618155,1.012665,-0.000243245,0.001559878,0.999708149,0.996047106,1.003383,,1.006649279,1.001677654,1.01164558,1.006784949,1.001551149,1.012046098,1.005617279,0.998618155,1.012665459,0.999708149,0.996047106,1.003382647
Age 60+All,0.002397719,0.002338772,1.003603054,0.99672596,1.010528,0.000574224,0.000415342,1.00506596,0.997891578,1.012292,-3.05E-06,0.000262203,0.999942064,0.990225705,1.009754,-0.000155045,0.002188067,0.999813963,0.994681804,1.004973,,1.003603054,0.99672596,1.010527597,1.00506596,0.997891578,1.012291922,0.999942052,0.990225692,1.00975375,0.999813963,0.994681804,1.004972602
Age 60+ Female,0.001497136,0.002787261,1.002248227,0.994068816,1.010495,0.000222676,0.00049451,1.00196147,0.993451774,1.010544,0.000135009,0.000312731,1.002568464,0.990960176,1.014313,-0.001301182,0.002600953,0.9984398,0.992350547,1.004566,,1.002248227,0.994068816,1.010494941,1.00196147,0.993451774,1.010544058,1.002568464,0.990960176,1.014312734,0.9984398,0.992350547,1.004566418
Age 60+ Male,0.003756353,0.003228413,1.005650433,0.996150424,1.015241,0.001109843,0.000574198,1.009814467,0.999862861,1.019865,-0.000212106,0.000361408,0.995978096,0.982663194,1.009473,0.001601568,0.003030578,1.00192373,0.99480749,1.009091,,1.005650433,0.996150424,1.015241042,1.009814467,0.999862861,1.019865122,0.995978096,0.982663194,1.009473411,1.00192373,0.99480749,1.009090874
All: LAG 4,0.000954684,0.001401119,1.001433052,0.997316344,1.005567,0.000215829,0.000251209,1.0019011,0.997569401,1.006252,1.79E-05,0.000156011,1.000340544,0.994545566,1.006169,-0.000238141,0.001291215,0.999714272,0.996682807,1.002755,,1.001433052,0.997316344,1.005566753,1.0019011,0.997569401,1.006251608,1.000340158,0.994545182,1.006168899,0.999714272,0.996682807,1.002754956
Female,0.000136633,0.001749977,1.000204971,0.995072199,1.005364,5.08E-05,0.000312178,1.000446949,0.995074573,1.005848,-1.57E-05,0.000195545,0.999701108,0.992447631,1.007008,0.000733837,0.001609982,1.000880992,0.997098145,1.004678,,1.000204971,0.995072199,1.005364218,1.00044714,0.995074763,1.005848522,0.999701744,0.992448263,1.007008239,1.000880992,0.997098145,1.004678191
Male,0.001619743,0.001559649,1.002432568,0.997846568,1.00704,0.000352251,0.000280799,1.003104618,0.998258107,1.007975,4.52E-05,0.000173167,1.000858943,0.994425431,1.007334,-0.001039997,0.00143942,0.998752782,0.995377206,1.00214,,1.002432568,0.997846568,1.007039645,1.003104618,0.998258107,1.00797466,1.000859169,0.994425656,1.007334304,0.998752782,0.995377206,1.002139806
Warm All,-0.001201856,0.001645344,0.99819884,0.993381901,1.003039,-0.000102847,0.000365012,0.999095356,0.992825083,1.005405,-0.000164094,0.000159986,0.996887069,0.990965395,1.002844,-0.002703709,0.001912102,0.996760807,0.992288175,1.001254,,0.99819884,0.993381901,1.003039136,0.999095356,0.992825083,1.005405229,0.996887069,0.990965395,1.00284413,0.996760807,0.992288175,1.001253598
Warm Female,-0.002250914,0.001972986,0.996629323,0.99086503,1.002427,-0.000293524,0.000438036,0.997420322,0.989912963,1.004985,-2.59E-04,0.000191619,0.995093679,0.988018073,1.00222,-0.002393941,0.002296591,0.997131393,0.991759827,1.002532,,0.996629323,0.99086503,1.002427149,0.997420322,0.989912963,1.004984616,0.995091088,0.988015502,1.002217346,0.997131393,0.991759827,1.002532053
Warm Male,-0.000359612,0.001926464,0.999460727,0.993815978,1.005138,4.99E-05,0.000427094,1.000438985,0.993096312,1.007836,-8.77E-05,0.000187513,0.998334911,0.991387838,1.005331,-0.002937911,0.002236562,0.996480714,0.991252596,1.001736,,0.999460727,0.993815978,1.005137538,1.000439216,0.993096542,1.007836181,0.998335088,0.991388013,1.005330843,0.996480714,0.991252596,1.001736406
Cold All,0.002991135,0.002451847,1.004496783,0.997281973,1.011764,0.000282496,0.000352467,1.002489057,0.996413062,1.008602,0.000561046,0.000386569,1.010716893,0.996271014,1.025372,0.001157164,0.001775909,1.001389561,0.997215543,1.005581,,1.004496783,0.997281973,1.011763788,1.002489057,0.996413062,1.008602103,1.010716893,0.996271014,1.025372236,1.001389561,0.997215543,1.005581051
Cold Female,0.002077868,0.003133606,1.003121664,0.993922543,1.012406,8.31E-05,0.000449705,1.000731243,0.992999085,1.008524,0.000731051,0.00049536,1.013986883,0.995453131,1.032866,0.00236797,0.002277705,1.002845605,0.997487563,1.008232,,1.003121664,0.993922543,1.012405927,1.000731547,0.992999387,1.008523915,1.013986883,0.995453131,1.032865704,1.002845605,0.997487563,1.008232428
Cold Male,0.003756054,0.002632542,1.005649982,0.997896623,1.013464,0.00045211,0.000378924,1.003986493,0.997446153,1.01057,0.000415601,0.000414222,1.007927678,0.992499065,1.023596,0.000132467,0.001901044,1.000158973,0.99569699,1.004641,,1.005649982,0.997896623,1.013463583,1.003986493,0.997446153,1.010569718,1.007927678,0.992499065,1.023596132,1.000158973,0.99569699,1.004640952
Age 0-10 All,-0.002613606,0.002796722,0.996087266,0.987930654,1.004311,-0.000570002,0.000509908,0.994996542,0.986284022,1.003786,-7.14E-05,0.000307898,0.998644257,0.987259077,1.010161,-0.004277602,0.002635408,0.99488003,0.988732359,1.001066,,0.996087266,0.987930654,1.00431122,0.994996542,0.986284022,1.003786025,0.99864432,0.987259139,1.010160795,0.99488003,0.988732359,1.001065925
Age 0-10 Female,-0.006021207,0.003882218,0.991008854,0.979762061,1.002385,-0.001173798,0.000706537,0.989723743,0.977735816,1.001859,-0.000298237,0.000428465,0.994349521,0.978609552,1.010343,-0.0058974,0.003655745,0.992948102,0.984447024,1.001523,,0.991008854,0.979762061,1.002384749,0.989723743,0.977735816,1.001858653,0.994349521,0.978609552,1.010342653,0.992948102,0.984447024,1.00152259
Age 0-10 Male,-0.000126155,0.003420067,0.999810785,0.989808064,1.009915,-0.00012609,0.000624403,0.998891023,0.988190985,1.009707,9.25E-05,0.000375852,1.00175867,0.987834996,1.015879,-0.003084024,0.003225148,0.996306011,0.988777075,1.003892,,0.999810785,0.989808064,1.009914592,0.998891023,0.988190985,1.00970692,1.001759045,0.987835366,1.015878981,0.996306011,0.988777075,1.003892275
Age 11-60 All,0.001524519,0.001505493,1.002289395,0.997862916,1.006736,0.000324521,0.000269697,1.002859866,0.998205663,1.007536,4.53E-05,0.000167772,1.000861295,0.994627578,1.007134,-0.000152736,0.001380703,0.999816734,0.996575181,1.003069,,1.002289395,0.997862916,1.00673551,1.002859866,0.998205663,1.007535771,1.000861071,0.994627355,1.007133855,0.999816734,0.996575181,1.00306883
Age 11-60 Female,0.00142734,0.002010182,1.002143304,0.996238168,1.008083,2.92E-04,0.000357924,1.002570178,0.996399904,1.008779,5.11E-05,0.00022492,1.000970968,0.99262183,1.00939,0.00169378,0.001839897,1.002034603,0.99770773,1.00638,,1.002143304,0.996238168,1.008083441,1.002572904,0.996402613,1.008781405,1.000971371,0.99262223,1.00939074,1.002034603,0.99770773,1.006380241
Age 11-60 Male,0.00158099,0.001693382,1.002374299,0.997396337,1.007377,0.000345492,0.000304679,1.003044956,0.997787677,1.00833,4.10E-05,0.000188165,1.000779509,0.993791295,1.007817,-0.00146467,0.001555265,0.99824394,0.994599051,1.001902,,1.002374299,0.997396337,1.007377106,1.003044956,0.997787677,1.008329935,1.000779303,0.993791091,1.007816656,0.99824394,0.994599051,1.001902186
Age 60+All,0.001108663,0.002341644,1.001664378,0.994792169,1.008584,0.00029293,0.0004167,1.002581109,0.99540115,1.009813,-2.50E-05,0.000261917,0.999524184,0.989822427,1.009321,0.00192097,0.002165728,1.002307823,0.997215256,1.007426,,1.001664378,0.994792169,1.008584061,1.002581109,0.99540115,1.009812859,0.999525113,0.989823347,1.00932197,1.002307823,0.997215256,1.007426396
Age 60+ Female,-0.000381779,0.00278646,0.999427495,0.991273439,1.007649,-3.61E-05,0.000495058,0.999682287,0.991182579,1.008255,-5.46E-05,0.000312151,0.998963772,0.987418548,1.010644,0.0011462,0.002569467,1.001376386,0.995342932,1.007446,,0.999427495,0.991273439,1.007648626,0.99968237,0.991182662,1.008254966,0.998963138,0.987417921,1.010643345,1.001376386,0.995342932,1.007446414
Age 60+ Male,0.003374396,0.003233263,1.005074426,0.995565662,1.014674,0.000797463,0.000576788,1.007042356,0.997073525,1.017111,1.95E-05,0.000360809,1.000370998,0.987019387,1.013903,0.003117205,0.003003851,1.003747651,0.996681108,1.010864,,1.005074426,0.995565662,1.014674009,1.007042356,0.997073525,1.017110856,1.000370569,0.987018963,1.013902784,1.003747651,0.996681108,1.010864296
All: LAG 5,0.000179778,0.001410954,1.000269703,0.996128974,1.004428,-0.000050599,0.000252985,0.999554828,0.995202787,1.003926,9.19E-05,0.000157031,1.001747203,0.995906246,1.007622,-0.001375028,0.00128811,0.998351327,0.995331264,1.001381,,1.000269703,0.996128974,1.004427645,0.999554828,0.995202787,1.0039259,1.001747625,0.995906666,1.007622841,0.998351327,0.995331264,1.001380553
Female,-0.000168676,0.001757656,0.999747018,0.994594142,1.004927,-6.98E-05,0.00031346,0.999385652,0.993996996,1.004804,2.98E-05,0.000196364,1.00056656,0.993276509,1.00791,-0.000338579,0.001603046,0.999593788,0.995832051,1.00337,,0.999747018,0.994594142,1.004926591,0.999385949,0.993997291,1.00480382,1.00056636,0.99327631,1.007909915,0.999593788,0.995832051,1.003369734
Male,0.000460256,0.001570349,1.000690622,0.996081256,1.005321,-3.59E-05,0.000282821,0.99968395,0.99481927,1.004572,0.000142183,0.000174228,1.002705129,0.996220387,1.009232,-0.002231243,0.001435225,0.99732609,0.993965143,1.000698,,1.000690622,0.996081256,1.005321318,0.99968413,0.994819449,1.004572599,1.002705129,0.996220387,1.009232083,0.99732609,0.993965143,1.000698401
Warm All,-0.001079796,0.001666323,0.998381617,0.993502517,1.003285,-0.000410031,0.000368147,0.996398229,0.990091345,1.002745,6.60E-06,0.000162143,1.000125441,0.994104674,1.006183,-0.000673239,0.001900421,0.999192439,0.994736225,1.003669,,0.998381617,0.993502517,1.003284678,0.996398229,0.990091345,1.002745288,1.000125408,0.994104641,1.006182639,0.999192439,0.994736225,1.003668616
Warm Female,-0.002501139,0.001992438,0.99625532,0.990436547,1.002108,-0.000625212,0.000440685,0.994513242,0.986982668,1.002101,-0.00014014,0.000193597,0.997340882,0.990176358,1.004557,-0.000928291,0.002279023,0.998886671,0.993546701,1.004255,,0.99625532,0.990436547,1.002108279,0.994513242,0.986982668,1.002101274,0.997340882,0.990176358,1.004557245,0.998886671,0.993546701,1.004255341
Warm Male,5.85E-05,0.001946407,1.000087767,0.994381171,1.005827,-0.000238073,0.000429747,0.997907151,0.990537733,1.005331,0.000124668,0.000189594,1.0023715,0.995319201,1.009474,-0.000458924,0.002215025,0.999449443,0.994256112,1.00467,,1.000087754,0.994381158,1.005827098,0.997907151,0.990537733,1.005331395,1.0023715,0.995319201,1.009473767,0.999449443,0.994256112,1.0046699
Cold All,0.000771994,0.002452174,1.001158662,0.993966872,1.008402,6.43E-05,0.000353707,1.000565579,0.994479973,1.006688,0.000169169,0.000385311,1.003219382,0.988926991,1.017718,-0.001844052,0.001773627,0.997789584,0.993635904,1.001961,,1.001158662,0.993966872,1.008402487,1.000566,0.994480391,1.006688849,1.003219382,0.988926991,1.017718332,0.997789584,0.993635904,1.001960628
Cold Female,0.001711253,0.00312547,1.002570177,0.993399875,1.011825,0.000120145,0.000450065,1.001057835,0.993316986,1.008859,0.000431911,0.000493201,1.008240073,0.989890947,1.026929,-3.96E-06,0.002272069,0.999995254,0.994665626,1.005353,,1.002570177,0.993399875,1.011825132,1.001057835,0.993316986,1.008859008,1.008240073,0.989890947,1.026929328,0.999995248,0.99466562,1.005353433
Cold Male,-5.56E-05,0.002637038,0.999916604,0.992194333,1.007699,1.36E-05,0.000380935,1.000120045,0.99357043,1.006713,-5.58E-05,0.000412834,0.998939523,0.983699339,1.014416,-0.003409998,0.001899537,0.995916363,0.991476821,1.000376,,0.999916603,0.992194332,1.007698978,1.000119687,0.993570074,1.006712475,0.998940362,0.983700166,1.01441667,0.995916363,0.991476821,1.000375784
Age 0-10 All,-0.000737066,0.002809329,0.998895012,0.990678689,1.007179,-9.77E-05,0.000512208,0.999140916,0.990352819,1.008007,-7.49E-05,0.000309546,0.998578654,0.987133638,1.010156,-0.004846858,0.002626373,0.994200652,0.988078176,1.000361,,0.998895012,0.990678689,1.007179478,0.999140609,0.990352515,1.008006687,0.998577912,0.987132905,1.010155615,0.994200652,0.988078176,1.000361065
Age 0-10 Female,-0.004508515,0.003887072,0.993260044,0.981973689,1.004676,-0.00044873,0.000707659,0.996058962,0.983975258,1.008291,-0.000615207,0.000428965,0.988379117,0.972715543,1.004295,-0.003835167,0.003629445,0.995408373,0.98694728,1.003942,,0.993260044,0.981973689,1.004676118,0.996058962,0.983975258,1.00829106,0.988379117,0.972715543,1.00429492,0.995408373,0.98694728,1.003942004
Age 0-10 Male,0.00200627,0.003433761,1.003013938,0.992939193,1.013191,0.00015995,0.00062679,1.001408551,0.990640759,1.012293,0.00031505,0.000377887,1.006003902,0.991946046,1.020261,-0.005561504,0.003214865,0.993348416,0.985865674,1.000888,,1.003013938,0.992939193,1.013190905,1.001408551,0.990640759,1.012293384,1.006003902,0.991946046,1.020260985,0.993348416,0.985865674,1.000887952
Age 11-60 All,0.000612129,0.001513905,1.000918615,0.996473545,1.005384,-2.54E-05,0.00027119,0.999776198,0.99511068,1.004464,0.000169317,0.000168674,1.003222203,0.996940294,1.009544,-0.000996074,0.001375817,0.998805425,0.995578593,1.002043,,1.000918615,0.996473545,1.005383514,0.999776505,0.995110985,1.004463899,1.003222203,0.996940294,1.009543696,0.998805425,0.995578593,1.002042716
Age 11-60 Female,0.001301467,0.002016664,1.001954107,0.996031105,1.007912,8.07E-05,0.000358905,1.000710182,0.994534527,1.006924,0.000229593,0.000225771,1.004371796,0.995962727,1.012852,0.000773879,0.001831931,1.000929086,0.996625659,1.005251,,1.001954107,0.996031105,1.007912331,1.000710412,0.994534756,1.006924417,1.004371796,0.995962727,1.012851863,1.000929086,0.996625659,1.005251095
Age 11-60 Male,0.000113639,0.00170192,1.000170473,0.995178475,1.005188,-0.000104835,0.000306283,0.999077877,0.993813896,1.00437,0.00012734,0.000188999,1.002422389,0.995391788,1.009503,-0.002260119,0.001547762,0.997291532,0.993667655,1.000929,,1.000170473,0.995178475,1.005187512,0.999077877,0.993813896,1.004369741,1.002422389,0.995391788,1.009502649,0.997291532,0.993667655,1.000928624
Age 60+All,-0.000872706,0.002351556,0.998691797,0.99181108,1.00562,-0.000125301,0.000418714,0.998897959,0.991709926,1.006138,-8.39E-05,0.000262294,0.998406813,0.988702021,1.008207,-0.000647769,0.002151816,0.999222979,0.994178616,1.004293,,0.998691797,0.99181108,1.00562025,0.998897959,0.991709926,1.006138092,0.99840717,0.988702374,1.008207225,0.999222979,0.994178616,1.004292937
Age 60+ Female,-0.001963762,0.002797013,0.997058691,0.988893279,1.005292,-0.000294203,0.000497066,0.997414362,0.988899687,1.006002,-0.000175765,0.000312483,0.996666035,0.985135187,1.008332,-0.001617934,0.002550307,0.998060363,0.992091594,1.004065,,0.997058691,0.988893279,1.005291526,0.997414362,0.988899687,1.00600235,0.996666035,0.985135187,1.00833185,0.998060363,0.992091594,1.004065041
Age 60+ Male,0.000790871,0.003245869,1.00118701,0.991678271,1.010787,0.000134245,0.000579692,1.001182054,0.991221586,1.011243,5.55E-05,0.00036116,1.001055965,0.987682301,1.014611,0.000850637,0.002986197,1.001021286,0.99401521,1.008077,,1.00118701,0.991678271,1.010786925,1.001182054,0.991221586,1.011242612,1.001055056,0.987681404,1.014609793,1.001021286,0.99401521,1.008076742
